Electrolyte_Amount Drying_time stacking_h stacking_v under_coating_anode_mean under_coating_cathode_mean over_coating_anode_mean over_coating_cathode_mean Cap_out(Cyc25)
1.37 6.0 -46.08825523977424 -10.21375491595481 0.5042102420702577 0.003847383620359834 -2.980954753001507 9.640064254425988 0.393279
1.35 6.0 -16.33997623742246 -10.35164437764096 1.620224405390521 1.255014169814742 -29.52820374497541 -32.9099437651706 0.393115
1.48 6.0 -57.0951487472657 -9.110911345048205 0.6484545767307281 0.03579094602036315 -5.080203392765424 1.212443308297497 0.377686
1.19 6.0 -21.69773137773781 -11.43797837021575 0.6316475492591659 0.02875230422158328 -18.27846486778996 24.44541671849811 0.362667
1.44 6.0 -31.34817840626181 -2.276412549692662 0.6699670959884921 0.04633565233873004 2.433981328387102 5.251183060453968 0.339897
1.16 24.0 -21.04260943584824 -18.05117677670852 0.5269075161777437 0.03087409214312102 -0.3286990835719423 5.584920667046527 0.406371
1.27 24.0 -23.04017786614517 -11.31574213403621 0.6921438593417406 0.09715029051815177 3.82788551430849 3.231300782174911 0.406925
1.37 24.0 -11.68893863557207 -12.20061975848967 1.283127224693696 1.425953394786185 -21.00844615933014 -38.44205874269214 0.37988
1.4 24.0 -47.87763127814961 -10.67344934720191 1.403070623443152 1.022511718168271 -12.07698020774266 -28.4985686576209 0.373042
0.95 24.0 -34.09015993544217 1.341747505973814 0.8537465080735274 0.5473572995106224 0.1023307488542879 1.105486318250746 0.413323
1.19 24.0 -47.64446585093467 -5.05080992242012 2.278481114384098 2.125880570602021 -32.81814503687905 -40.67981771433515 0.396985
1.54 24.0 -68.53488701904082 -7.855415903144314 1.06486260216722 0.4123920779602486 11.0149988723779 1.688092031536939 0.356997
1.48 24.0 -46.17756896310776 -15.99108641968899 1.944005839080394 1.891999239924189 -47.14699381538403 -24.2304786094657 0.379311
1.32 24.0 -35.71121669725827 -3.201552582786064 1.435602056153584 0.9463178482837975 -23.49139048958102 -22.40769408661543 0.398638
1.48 24.0 -16.38705961458269 -1.078719048556848 3.068802261259407 3.015755502168428 -69.95240135770838 -70.89879353474527 0.370759
1.54 24.0 -35.935 -15.77416698889203 7.674676643257325e-05 0.004664479398111346 7.779373579280862 4.930211197508607 0.380013
1.56 24.0 6.068433536311227 -11.857178531024 3.291774882624547 4.318358525633812 -83.4860248833504 -108.0307216625991 0.368073
1.06 24.0 -72.04280346128024 -9.366820015982677 3.83213817452391 4.013183005154133 -99.21403832874243 -101.5415797573001 0.258048
1.0 24.0 -72.16778097215807 -1.400261227377446 3.413310939712184 2.13214377562205 -85.71845616621964 -52.78314135977966 0.25834
1.05 24.0 8.45313691128482 7.361075368839101 3.829027200117707 4.802495297044516 -95.87931663848542 -116.0038276275402 0.315613
1.26 24.0 11.20754898068294 -11.74028792215856 0.3484235193657999 0.2060692801023833 34.63948946750482 40.88355720794834 0.418795
1.26 24.0 7.079366449643885 -11.01445910150233 0.4749654811651756 0.2677613400595646 15.75746993752495 0.882922503657619 0.41691
